key	text	tooltip
effect_bundles_localised_description_ironic_liu_pan_uncle_favour_level_2	The uncle is pleased. Grain and coin move south a little more freely, and levies are easier to raise in Liu Biao's name.	true
effect_bundles_localised_title_ironic_liu_pan_uncle_favour_level_3	Favour: Uncle's Right Hand	true
effect_bundles_localised_description_ironic_liu_pan_uncle_favour_level_3	Liu Biao names his nephew first among the border commanders. A stipend rides down from Xiangyang each season and the court speaks well of Changsha.	true
effect_bundles_localised_title_ironic_liu_pan_uncle_favour_level_4	Favour: Heir of Jing	true
effect_bundles_localised_description_ironic_liu_pan_uncle_favour_level_4	Some at Xiangyang whisper that the nephew would make a better heir than the sons. Liu Biao's treasury and his best replacements flow to the frontier without question.	true
effect_bundles_localised_title_ironic_liu_pan_vassal_master	Liu Biao's Nephew	true
effect_bundles_localised_description_ironic_liu_pan_vassal_master	Liu Pan serves as his uncle's vassal on the Changsha frontier. Favour grows each turn while the bond holds.	true
effect_bundles_localised_title_ironic_liu_pan_alone	Master of His Own House	true
effect_bundles_localised_description_ironic_liu_pan_alone	Liu Pan no longer answers to Xiangyang. Whatever favour remained is spent.	true
effect_bundles_localised_title_ironic_liu_pan_raiding_stance	Stance: Raiding	false
effect_bundles_localised_description_ironic_liu_pan_raiding_stance	Plunder the local region for supplies. Liu Pan's Ferocity grows with every turn his riders spend raiding.	false
effect_bundles_localised_title_ironic_liu_pan_frontend_bundle	Ferocity and Favour	true
effects_generalised_descriptions_localised_description_ironic_frontend_desc_liu_pan_1	• Ferocity rises with attacking victories, sacked settlements, executed captives and armies in the Raiding stance, and decays while Liu Pan's riders sit idle.	true
effects_generalised_descriptions_localised_description_ironic_frontend_desc_liu_pan_2	• High Ferocity grants campaign movement, loot, supplies from raiding, replenishment in foreign land and ambush chance, at the cost of public order and Liu Biao's Favour.	true
effects_generalised_descriptions_localised_description_ironic_frontend_desc_liu_pan_3	• Liu Biao's Favour grows each turn while Liu Pan remains his uncle's vassal and when he defeats Liu Biao's enemies; sacking and unchecked ferocity erode it.	true
effects_generalised_descriptions_localised_description_ironic_frontend_desc_liu_pan_4	• High Favour brings income, cheaper recruitment, satisfaction and a stipend from Xiangyang; lose it and the frontier is on its own.	true
frontend_faction_leader_unique_features_localised_description_ironic_liu_pan_ferocity_feature	[[b]]Ferocity[[/b]]\\n[[col:scope_description]]Faction feature[[/col]]\\n\\n[[col:green]]+[[/col]] Raiding stance for all armies\\n[[col:green]]+[[/col]] Campaign movement range\\n[[col:green]]+[[/col]] Loot, supplies and replenishment on enemy soil\\n[[col:green]]+[[/col]] Ambush chance\\n[[col:red]]-[[/col]] Public order and Liu Biao's Favour at high tiers\\n\\n[[i]][[col:flavour]]Built by attacking, sacking and executing captives; fades whenever Liu Pan's riders sit idle.[[/col]][[/i]]	false
frontend_faction_leader_unique_features_localised_description_ironic_liu_pan_favour_feature	[[b]]Liu Biao's Favour[[/b]]\\n[[col:scope_description]]Faction feature[[/col]]\\n\\n[[col:green]]+[[/col]] Income and cheaper recruitment\\n[[col:green]]+[[/col]] Satisfaction and a stipend from Xiangyang\\n[[col:red]]-[[/col]] Lost by sacking, unchecked ferocity or independence\\n\\n[[i]][[col:flavour]]Grows each turn while Liu Pan remains his uncle's vassal and whenever he defeats Liu Biao's enemies.[[/col]][[/i]]	false
campaign_diplomacy_treaty_components_onscreen_name_treaty_components_liu_pan_stipend_right_hand	Stipend from Xiangyang	false
ui_diplomacy_treaty_components_localised_title_ui_treaty_components_liu_pan_stipend_right_hand	Stipend from Xiangyang	false
ui_diplomacy_treaty_components_localised_tooltip_ui_treaty_components_liu_pan_stipend_right_hand	Liu Biao sends his right hand a share of the revenue of Jing: 3% of his regular income each turn.	false
ui_diplomacy_treaty_components_localised_action_ui_treaty_components_liu_pan_stipend_right_hand	Stipend from Xiangyang	false
ui_diplomacy_treaty_components_localised_active_proposer_string_ui_treaty_components_liu_pan_stipend_right_hand	We send {#recipientsfaction#} a stipend	false
ui_diplomacy_treaty_components_localised_active_recipient_string_ui_treaty_components_liu_pan_stipend_right_hand	{#proposersfaction#} sends us a stipend	false
ui_diplomacy_treaty_components_localised_event_feed_header_ui_treaty_components_liu_pan_stipend_right_hand	Stipend from Xiangyang	false
ui_diplomacy_treaty_components_localised_proposer_string_ui_treaty_components_liu_pan_stipend_right_hand	HIDDEN	false
campaign_diplomacy_treaty_components_onscreen_name_treaty_components_liu_pan_stipend_heir	Heir's Stipend from Xiangyang	false
ui_diplomacy_treaty_components_localised_title_ui_treaty_components_liu_pan_stipend_heir	Heir's Stipend from Xiangyang	false
ui_diplomacy_treaty_components_localised_tooltip_ui_treaty_components_liu_pan_stipend_heir	Liu Biao treats his nephew as an heir: 6% of his regular income each turn.	false
ui_diplomacy_treaty_components_localised_action_ui_treaty_components_liu_pan_stipend_heir	Heir's Stipend from Xiangyang	false
ui_diplomacy_treaty_components_localised_active_proposer_string_ui_treaty_components_liu_pan_stipend_heir	We send {#recipientsfaction#} a stipend	false
ui_diplomacy_treaty_components_localised_active_recipient_string_ui_treaty_components_liu_pan_stipend_heir	{#proposersfaction#} sends us a stipend	false
ui_diplomacy_treaty_components_localised_event_feed_header_ui_treaty_components_liu_pan_stipend_heir	Heir's Stipend from Xiangyang	false
ui_diplomacy_treaty_components_localised_proposer_string_ui_treaty_components_liu_pan_stipend_heir	HIDDEN	false
campaign_diplomacy_treaty_components_onscreen_name_treaty_components_liu_pan_stipend_break	hidden	false
campaign_diplomacy_treaty_components_onscreen_name_treaty_components_liu_pan_stipend_right_hand_set	hidden	false
campaign_diplomacy_treaty_components_onscreen_name_treaty_components_liu_pan_stipend_heir_set	hidden	false
